,pmid,secid,sentid,section,sentence_text,pred_consort_relevant
790,30138012,2,7,Method,Groups were compared on 3 therapist fidelity measures and 14 clinical outcome measures.,"['D06b', 'D06a']"
791,30138012,3,8,Results,"Sustain clinicians maintained their previous levels of fidelity and youth outcomes after switching from external to internal supervision; and in Phase 2, the Sustain and External Supervision groups also did not differ on fidelity or youth outcomes.",[]
792,30138012,3,9,Results,"Whereas all 34 group comparisons were nonsignificant, trends with the largest effect sizes showed better clinical outcomes for internal than external supervision.",[]
793,30138012,4,10,Conclusions,"Implementation of empirically supported transdiagnostic treatment may be sustained when supervision is transferred from external experts to trained clinic staff, potentially enhancing cost-effectiveness and staying power in clinical practice.",[]
794,30138012,4,11,Conclusions,(PsycINFO Database Record,[]
795,30376644,0,0,Title,Evaluation of the effects of a childhood depression prevention program.,[]
796,30376644,1,1,,"The study aimed to design and evaluate a program for the prevention of childhood depression (""Pozik-Bizi"" [in English, ""Live-Happily""]), comparing its effects with a socio-emotional intervention program based on cooperative play.",[]
797,30376644,1,2,,"The sample comprised 420 students aged 7 to 10years from the Basque Country, 51.9% were randomly assigned to the experimental condition (""Pozik-Bizi"") program and 48.1% to the control group (""Play program"").",[]
798,30376644,1,3,,"Using a pretest-posttest repeated measures experimental design, 7 evaluation instruments were administered.",['D02']
799,30376644,1,4,,"When comparing the two interventions, it was confirmed that those who participated in the ""Pozik-Bizi"" program significantly decreased their level of clinical maladjustment, school maladjustment, emotional, and behavioral problems, and they increased positive behaviors that inhibit depression.",[]
800,30376644,1,5,,"However, the cooperative play program improved self-concept and social skills significantly more than the ""Pozik-Bizi"" program.",[]
801,30376644,1,6,,The effect size in all the variables was small.,[]
802,30376644,1,7,,The discussion analyzes the effectiveness of specific programs of prevention of childhood depression versus global programs of social-emotional development.,[]
803,30376644,1,8,,This work provides a program to prevent childhood depression that has been shown to be effective in the reduction of clinical variables.,[]
804,30376644,1,9,,"In addition, this study confirms the positive potential of programs of cooperative play, to increase self-concept and social skills.",[]
805,30533601,0,0,Title,Effect of Internet-based Cognitive Behavioral Humanistic and Interpersonal Training vs. Internet-based General Health Education on Adolescent Depression in Primary Care: A Randomized Clinical Trial.,['D02']
806,30533601,1,1,Importance,"Although 13-20% of American adolescents experience a depressive episode annually, no scalable primary care model for adolescent depression prevention is currently available.",[]
807,30533601,2,2,Objective,"To study whether CATCH-IT (Competent Adulthood Transition with Cognitive Behavioral Humanistic and Interpersonal Training) reduces the hazard for depression in at-risk adolescents identified in primary care, as compared to a general health education attention control (HE).",[]
808,30533601,3,3,Design,The Promoting AdolescenT Health (PATH) study compares CATCH-IT and HE in a phase 3 single-blind multicenter randomized attention control trial.,['D02']
809,30533601,3,4,Design,"Participants were enrolled from 2012 to 2016 and assessed at 2, 6, 12, 18, and 24 months post-randomization.",[]
810,30533601,4,5,Setting,Primary care.,[]
811,30533601,5,6,Participants,Eligible adolescents were 13-18 years with subsyndromal depression and/or history of depression and no current depression diagnosis or treatment.,['D03a']
812,30533601,5,7,Participants,"Of 2,250 adolescents screened for eligibility, 446 participants completed the baseline interview and 369 were randomized into CATCH-IT (n=193) and HE (n=176).",[]
813,30533601,6,8,Interventions,"CATCH-IT is a 20-module (15 adolescent modules, 5 parent modules) online psychoeducation course that includes a parent program, supported by three motivational interviews.",[]
814,30533601,7,9,Main outcomes and measures,Time-to-event for depressive episode; depressive symptoms at 6 months.,"['D06b', 'D06a']"
815,30533601,8,10,Results,"Mean age was 15.4 years, and 68% were female; 28% had both a past episode and subsyndromal depression; 12% had a past episode only, 59% had subsyndromal depression only, and 1% had borderline subsyndromal depression.",[]
816,30533601,8,11,Results,"The outcome of time-to-event favored CATCH-IT but was not significant with intention-to-treat analyses (N=369;  unadjusted HR=0.59; 95% CI 0.27, 1.29; p=0.18;  adjusted HR=0.53; 95% CI 0.23, 1.23, p=0.14).",[]
817,30533601,8,12,Results,Adolescents with higher baseline CES-D 10 scores showed a significantly stronger effect of CATCH-IT on time-to-event relative to those with lower baseline scores (p=0.04).,[]
818,30533601,8,13,Results,"For example, for a CES-D 10 score of 15 (significant sub-syndromal depression), HR=0.20 (95% CI 0.05, 0.77), compared to CES-D 10 of 5 (no sub-syndromal depression), HR=1.44 (95% CI, 0.41, 5.03).",[]
819,30533601,8,14,Results,"In both CATCH-IT and HE groups, depression symptoms declined and functional scores increased.",[]
820,30533601,9,15,Conclusions and relevance,CATCH-IT may be better than HE for preventing depressive episodes for at-risk adolescents with sub-syndromal depression.,[]
821,30533601,9,16,Conclusions and relevance,CATCH-IT may be a scalable approach to prevent depressive episodes in adolescents in primary care.,[]
822,30565735,0,0,Title,LET's CONNECT community mentorship program for youths with peer social problems: Preliminary findings from a randomized effectiveness trial.,[]
823,30565735,1,1,,"This study examined the effectiveness of LET's CONNECT (LC), a community mentorship program for youths who report peer social problems, which is based on a positive youth development framework.",[]
824,30565735,1,2,,"Participants were 218 youths (66.5% girls), aged 12 to 15 years, who were recruited from an urban medical emergency department and screened positive for bullying victimization, bullying perpetration, and/or low social connectedness.",['D03a']
825,30565735,1,3,,Youths were randomized to LC (n=106) or the control condition (n=112).,[]
826,30565735,1,4,,"Six-month outcomes were assessed with self-report measures of youth social connectedness, community connectedness, thwarted belongingness, depression, self-esteem, and suicidal ideation.","['D06b', 'D06a']"
827,30565735,1,5,,"LC was associated with a significant increase in only one of these outcomes, social connectedness (effect size=0.4).",[]
828,30565735,1,6,,"It was associated consistently with trend-level positive changes for thwarted belongingness (decreased), depression (decreased), community connectedness, and self-esteem (effect sizes=0.2).",[]
829,30565735,1,7,,"There was no effect on suicidal ideation (effect size=0.0), and although not a primary outcome, eight youths in the LC condition and seven youths in the control condition engaged in suicidal behavior between baseline and follow-up.","['D06b', 'D06a']"
830,30565735,1,8,,"Although LC effect sizes are consistent with those from previous studies of community mentorship, there were multiple challenges to LC implementation that affected dosage and intervention fidelity, and that may account for the lack of stronger positive effects.",[]
